Chapter_number,Chapter_description,Short_code_three,Cause_description
20,External causes of morbidity and mortality,V32,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle
20,External causes of morbidity and mortality,V33,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"
20,External causes of morbidity and mortality,V34,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus
20,External causes of morbidity and mortality,V35,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle
20,External causes of morbidity and mortality,V36,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle
20,External causes of morbidity and mortality,V37,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object
20,External causes of morbidity and mortality,V38,Occupant of three-wheeled motor vehicle injured in noncollision transport accident
20,External causes of morbidity and mortality,V39,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents
20,External causes of morbidity and mortality,V40,Car occupant injured in collision with pedestrian or animal
20,External causes of morbidity and mortality,V41,Car occupant injured in collision with pedal cycle
20,External causes of morbidity and mortality,V42,Car occupant injured in collision with two- or three-wheeled motor vehicle
20,External causes of morbidity and mortality,V43,"Car occupant injured in collision with car, pick-up truck or van"
20,External causes of morbidity and mortality,V44,Car occupant injured in collision with heavy transport vehicle or bus
20,External causes of morbidity and mortality,V45,Car occupant injured in collision with railway train or railway vehicle
20,External causes of morbidity and mortality,V46,Car occupant injured in collision with other nonmotor vehicle
20,External causes of morbidity and mortality,V47,Car occupant injured in collision with fixed or stationary object
20,External causes of morbidity and mortality,V48,Car occupant injured in noncollision transport accident
20,External causes of morbidity and mortality,V49,Car occupant injured in other and unspecified transport accidents
20,External causes of morbidity and mortality,V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal
20,External causes of morbidity and mortality,V51,Occupant of pick-up truck or van injured in collision with pedal cycle
20,External causes of morbidity and mortality,V52,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
20,External causes of morbidity and mortality,V53,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
20,External causes of morbidity and mortality,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
20,External causes of morbidity and mortality,V55,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
20,External causes of morbidity and mortality,V56,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle
20,External causes of morbidity and mortality,V57,Occupant of pick-up truck or van injured in collision with fixed or stationary object
20,External causes of morbidity and mortality,V58,Occupant of pick-up truck or van injured in noncollision transport accident
20,External causes of morbidity and mortality,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
20,External causes of morbidity and mortality,V60,Occupant of heavy transport vehicle injured in collision with pedestrian or animal
20,External causes of morbidity and mortality,V61,Occupant of heavy transport vehicle injured in collision with pedal cycle
20,External causes of morbidity and mortality,V62,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
20,External causes of morbidity and mortality,V63,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"
20,External causes of morbidity and mortality,V64,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
20,External causes of morbidity and mortality,V65,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle
20,External causes of morbidity and mortality,V66,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle
20,External causes of morbidity and mortality,V67,Occupant of heavy transport vehicle injured in collision with fixed or stationary object
20,External causes of morbidity and mortality,V68,Occupant of heavy transport vehicle injured in noncollision transport accident
20,External causes of morbidity and mortality,V69,Occupant of heavy transport vehicle injured in other and unspecified transport accidents
20,External causes of morbidity and mortality,V70,Bus occupant injured in collision with pedestrian or animal
20,External causes of morbidity and mortality,V71,Bus occupant injured in collision with pedal cycle
20,External causes of morbidity and mortality,V72,Bus occupant injured in collision with two- or three-wheeled motor vehicle
20,External causes of morbidity and mortality,V73,"Bus occupant injured in collision with car, pick-up truck or van"
20,External causes of morbidity and mortality,V74,Bus occupant injured in collision with heavy transport vehicle or bus
20,External causes of morbidity and mortality,V75,Bus occupant injured in collision with railway train or railway vehicle
20,External causes of morbidity and mortality,V76,Bus occupant injured in collision with other nonmotor vehicle
20,External causes of morbidity and mortality,V77,Bus occupant injured in collision with fixed or stationary object
20,External causes of morbidity and mortality,V78,Bus occupant injured in noncollision transport accident
20,External causes of morbidity and mortality,V79,Bus occupant injured in other and unspecified transport accidents
20,External causes of morbidity and mortality,V80,Animal-rider or occupant of animal-drawn vehicle injured in transport accident
20,External causes of morbidity and mortality,V81,Occupant of railway train or railway vehicle injured in transport accident
20,External causes of morbidity and mortality,V82,Occupant of streetcar injured in transport accident
20,External causes of morbidity and mortality,V83,Occupant of special vehicle mainly used on industrial premises injured in transport accident
20,External causes of morbidity and mortality,V84,Occupant of special vehicle mainly used in agriculture injured in transport accident
20,External causes of morbidity and mortality,V85,Occupant of special construction vehicle injured in transport accident
20,External causes of morbidity and mortality,V86,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident"
20,External causes of morbidity and mortality,V87,Traffic accident of specified type but victim's mode of transport unknown
20,External causes of morbidity and mortality,V88,Nontraffic accident of specified type but victim's mode of transport unknown
20,External causes of morbidity and mortality,V89,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified"
20,External causes of morbidity and mortality,V90,Accident to watercraft causing drowning and submersion
20,External causes of morbidity and mortality,V91,Accident to watercraft causing other injury
20,External causes of morbidity and mortality,V92,Water-transport-related drowning and submersion without accident to watercraft
20,External causes of morbidity and mortality,V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion"
20,External causes of morbidity and mortality,V94,Other and unspecified water transport accidents
20,External causes of morbidity and mortality,V95,Accident to powered aircraft causing injury to occupant
20,External causes of morbidity and mortality,V96,Accident to nonpowered aircraft causing injury to occupant
20,External causes of morbidity and mortality,V97,Other specified air transport accidents
20,External causes of morbidity and mortality,V98,Other specified transport accidents
20,External causes of morbidity and mortality,V99,Unspecified transport accident
20,External causes of morbidity and mortality,W00,Fall on same level involving ice and snow
20,External causes of morbidity and mortality,W01,"Fall on same level from slipping, tripping and stumbling"
20,External causes of morbidity and mortality,W02,"Fall involving ice-skates, skis, roller-skates or skateboards"
20,External causes of morbidity and mortality,W03,"Other fall on same level due to collision with, or pushing by, another person"
20,External causes of morbidity and mortality,W04,Fall while being carried or supported by other persons
20,External causes of morbidity and mortality,W05,Fall involving wheelchair
20,External causes of morbidity and mortality,W06,Fall involving bed
20,External causes of morbidity and mortality,W07,Fall involving chair
20,External causes of morbidity and mortality,W08,Fall involving other furniture
20,External causes of morbidity and mortality,W09,Fall involving playground equipment
20,External causes of morbidity and mortality,W10,Fall on and from stairs and steps
20,External causes of morbidity and mortality,W11,Fall on and from ladder
20,External causes of morbidity and mortality,W12,Fall on and from scaffolding
20,External causes of morbidity and mortality,W13,"Fall from, out of or through building or structure"
20,External causes of morbidity and mortality,W14,Fall from tree
20,External causes of morbidity and mortality,W15,Fall from cliff
20,External causes of morbidity and mortality,W16,Diving or jumping into water causing injury other than drowning or submersion
20,External causes of morbidity and mortality,W17,Other fall from one level to another
20,External causes of morbidity and mortality,W18,Other fall on same level
20,External causes of morbidity and mortality,W19,Unspecified fall
20,External causes of morbidity and mortality,W20,"Struck by thrown, projected or falling object"
20,External causes of morbidity and mortality,W21,Striking against or struck by sports equipment
20,External causes of morbidity and mortality,W22,Striking against or struck by other objects
20,External causes of morbidity and mortality,W23,"Caught, crushed, jammed or pinched in or between objects"
20,External causes of morbidity and mortality,W24,"Contact with lifting and transmission devices, not elsewhere classified"
20,External causes of morbidity and mortality,W25,Contact with sharp glass
20,External causes of morbidity and mortality,W26,Contact with other sharp object(s)
20,External causes of morbidity and mortality,W27,Contact with nonpowered hand tool
20,External causes of morbidity and mortality,W28,Contact with powered lawnmower
20,External causes of morbidity and mortality,W29,Contact with other powered hand tools and household machinery
20,External causes of morbidity and mortality,W30,Contact with agricultural machinery
20,External causes of morbidity and mortality,W31,Contact with other and unspecified machinery
20,External causes of morbidity and mortality,W32,Handgun discharge
20,External causes of morbidity and mortality,W33,"Rifle, shotgun and larger firearm discharge"
20,External causes of morbidity and mortality,W34,Discharge from other and unspecified firearms
20,External causes of morbidity and mortality,W35,Explosion and rupture of boiler
20,External causes of morbidity and mortality,W36,Explosion and rupture of gas cylinder
20,External causes of morbidity and mortality,W37,"Explosion and rupture of pressurized tyre, pipe or hose"
20,External causes of morbidity and mortality,W38,Explosion and rupture of other specified pressurized devices
20,External causes of morbidity and mortality,W39,Discharge of firework
20,External causes of morbidity and mortality,W40,Explosion of other materials
20,External causes of morbidity and mortality,W41,Exposure to high-pressure jet
20,External causes of morbidity and mortality,W42,Exposure to noise
20,External causes of morbidity and mortality,W43,Exposure to vibration
20,External causes of morbidity and mortality,W44,Foreign body entering into or through eye or natural orifice
20,External causes of morbidity and mortality,W45,Foreign body or object entering through skin
20,External causes of morbidity and mortality,W46,Contact with hypodermic needle
20,External causes of morbidity and mortality,W49,Exposure to other and unspecified inanimate mechanical forces
20,External causes of morbidity and mortality,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
20,External causes of morbidity and mortality,W51,Striking against or bumped into by another person
20,External causes of morbidity and mortality,W52,"Crushed, pushed or stepped on by crowd or human stampede"
20,External causes of morbidity and mortality,W53,Bitten by rat
20,External causes of morbidity and mortality,W54,Bitten or struck by dog
20,External causes of morbidity and mortality,W55,Bitten or struck by other mammals
20,External causes of morbidity and mortality,W56,Contact with marine animal
20,External causes of morbidity and mortality,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
20,External causes of morbidity and mortality,W58,Bitten or struck by crocodile or alligator
20,External causes of morbidity and mortality,W59,Bitten or crushed by other reptiles
20,External causes of morbidity and mortality,W60,Contact with plant thorns and spines and sharp leaves
20,External causes of morbidity and mortality,W64,Exposure to other and unspecified animate mechanical forces
20,External causes of morbidity and mortality,W65,Drowning and submersion while in bath-tub
20,External causes of morbidity and mortality,W66,Drowning and submersion following fall into bath-tub
20,External causes of morbidity and mortality,W67,Drowning and submersion while in swimming-pool
20,External causes of morbidity and mortality,W68,Drowning and submersion following fall into swimming-pool
20,External causes of morbidity and mortality,W69,Drowning and submersion while in natural water
20,External causes of morbidity and mortality,W70,Drowning and submersion following fall into natural water
20,External causes of morbidity and mortality,W73,Other specified drowning and submersion
20,External causes of morbidity and mortality,W74,Unspecified drowning and submersion
20,External causes of morbidity and mortality,W75,Accidental suffocation and strangulation in bed
20,External causes of morbidity and mortality,W76,Other accidental hanging and strangulation
20,External causes of morbidity and mortality,W77,"Threat to breathing due to cave-in, falling earth and other substances"
20,External causes of morbidity and mortality,W78,Inhalation of gastric contents
20,External causes of morbidity and mortality,W79,Inhalation and ingestion of food causing obstruction of respiratory tract
20,External causes of morbidity and mortality,W80,Inhalation and ingestion of other objects causing obstruction of respiratory tract
20,External causes of morbidity and mortality,W81,Confined to or trapped in a low-oxygen environment
20,External causes of morbidity and mortality,W83,Other specified threats to breathing
20,External causes of morbidity and mortality,W84,Unspecified threat to breathing
20,External causes of morbidity and mortality,W85,Exposure to electric transmission lines
20,External causes of morbidity and mortality,W86,Exposure to other specified electric current
20,External causes of morbidity and mortality,W87,Exposure to unspecified electric current
20,External causes of morbidity and mortality,W88,Exposure to ionizing radiation
20,External causes of morbidity and mortality,W89,Exposure to man-made visible and ultraviolet light
20,External causes of morbidity and mortality,W90,Exposure to other nonionizing radiation
20,External causes of morbidity and mortality,W91,Exposure to unspecified type of radiation
20,External causes of morbidity and mortality,W92,Exposure to excessive heat of man-made origin
20,External causes of morbidity and mortality,W93,Exposure to excessive cold of man-made origin
20,External causes of morbidity and mortality,W94,Exposure to high and low air pressure and changes in air pressure
20,External causes of morbidity and mortality,W99,Exposure to other and unspecified man-made environmental factors
20,External causes of morbidity and mortality,X00,Exposure to uncontrolled fire in building or structure
20,External causes of morbidity and mortality,X01,"Exposure to uncontrolled fire, not in building or structure"
20,External causes of morbidity and mortality,X02,Exposure to controlled fire in building or structure
20,External causes of morbidity and mortality,X03,"Exposure to controlled fire, not in building or structure"
20,External causes of morbidity and mortality,X04,Exposure to ignition of highly flammable material
20,External causes of morbidity and mortality,X05,Exposure to ignition or melting of nightwear
20,External causes of morbidity and mortality,X06,Exposure to ignition or melting of other clothing and apparel
20,External causes of morbidity and mortality,X08,"Exposure to other specified smoke, fire and flames"
20,External causes of morbidity and mortality,X09,"Exposure to unspecified smoke, fire and flames"
20,External causes of morbidity and mortality,X10,"Contact with hot drinks, food, fats and cooking oils"
20,External causes of morbidity and mortality,X11,Contact with hot tap-water
20,External causes of morbidity and mortality,X12,Contact with other hot fluids
20,External causes of morbidity and mortality,X13,Contact with steam and hot vapours
20,External causes of morbidity and mortality,X14,Contact with hot air and gases
20,External causes of morbidity and mortality,X15,Contact with hot household appliances
20,External causes of morbidity and mortality,X16,"Contact with hot heating appliances, radiators and pipes"
20,External causes of morbidity and mortality,X17,"Contact with hot engines, machinery and tools"
20,External causes of morbidity and mortality,X18,Contact with other hot metals
20,External causes of morbidity and mortality,X19,Contact with other and unspecified heat and hot substances
20,External causes of morbidity and mortality,X20,Contact with venomous snakes and lizards
20,External causes of morbidity and mortality,X21,Contact with venomous spiders
20,External causes of morbidity and mortality,X22,Contact with scorpions
20,External causes of morbidity and mortality,X23,"Contact with hornets, wasps and bees"
20,External causes of morbidity and mortality,X24,Contact with centipedes and venomous millipedes (tropical)
20,External causes of morbidity and mortality,X25,Contact with other venomous arthropods
20,External causes of morbidity and mortality,X26,Contact with venomous marine animals and plants
20,External causes of morbidity and mortality,X27,Contact with other specified venomous animals
20,External causes of morbidity and mortality,X28,Contact with other specified venomous plants
20,External causes of morbidity and mortality,X29,Contact with unspecified venomous animal or plant
20,External causes of morbidity and mortality,X30,Exposure to excessive natural heat
20,External causes of morbidity and mortality,X31,Exposure to excessive natural cold
20,External causes of morbidity and mortality,X32,Exposure to sunlight
20,External causes of morbidity and mortality,X33,Victim of lightning
20,External causes of morbidity and mortality,X34,Victim of earthquake
20,External causes of morbidity and mortality,X35,Victim of volcanic eruption
20,External causes of morbidity and mortality,X36,"Victim of avalanche, landslide and other earth movements"
20,External causes of morbidity and mortality,X37,Victim of cataclysmic storm
20,External causes of morbidity and mortality,X38,Victim of flood
20,External causes of morbidity and mortality,X39,Exposure to other and unspecified forces of nature
20,External causes of morbidity and mortality,X40,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
20,External causes of morbidity and mortality,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
20,External causes of morbidity and mortality,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"
20,External causes of morbidity and mortality,X43,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system
20,External causes of morbidity and mortality,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
20,External causes of morbidity and mortality,X45,Accidental poisoning by and exposure to alcohol
20,External causes of morbidity and mortality,X46,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours
20,External causes of morbidity and mortality,X47,Accidental poisoning by and exposure to other gases and vapours
20,External causes of morbidity and mortality,X48,Accidental poisoning by and exposure to pesticides
20,External causes of morbidity and mortality,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances
20,External causes of morbidity and mortality,X50,Overexertion and strenuous or repetitive movements
20,External causes of morbidity and mortality,X51,Travel and motion
20,External causes of morbidity and mortality,X52,Prolonged stay in weightless environment
20,External causes of morbidity and mortality,X53,Lack of food
20,External causes of morbidity and mortality,X54,Lack of water
20,External causes of morbidity and mortality,X57,Unspecified privation
20,External causes of morbidity and mortality,X58,Exposure to other specified factors
20,External causes of morbidity and mortality,X59,Exposure to unspecified factor
20,External causes of morbidity and mortality,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
20,External causes of morbidity and mortality,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
20,External causes of morbidity and mortality,X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"
20,External causes of morbidity and mortality,X63,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system
20,External causes of morbidity and mortality,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
20,External causes of morbidity and mortality,X65,Intentional self-poisoning by and exposure to alcohol
20,External causes of morbidity and mortality,X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours
20,External causes of morbidity and mortality,X67,Intentional self-poisoning by and exposure to other gases and vapours
20,External causes of morbidity and mortality,X68,Intentional self-poisoning by and exposure to pesticides
20,External causes of morbidity and mortality,X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances
20,External causes of morbidity and mortality,X70,"Intentional self-harm by hanging, strangulation and suffocation"
20,External causes of morbidity and mortality,X71,Intentional self-harm by drowning and submersion
20,External causes of morbidity and mortality,X72,Intentional self-harm by handgun discharge
20,External causes of morbidity and mortality,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge"
20,External causes of morbidity and mortality,X74,Intentional self-harm by other and unspecified firearm discharge
20,External causes of morbidity and mortality,X75,Intentional self-harm by explosive material
20,External causes of morbidity and mortality,X76,"Intentional self-harm by smoke, fire and flames"
20,External causes of morbidity and mortality,X77,"Intentional self-harm by steam, hot vapours and hot objects"
20,External causes of morbidity and mortality,X78,Intentional self-harm by sharp object
20,External causes of morbidity and mortality,X79,Intentional self-harm by blunt object
20,External causes of morbidity and mortality,X80,Intentional self-harm by jumping from a high place
20,External causes of morbidity and mortality,X81,Intentional self-harm by jumping or lying before moving object
20,External causes of morbidity and mortality,X82,Intentional self-harm by crashing of motor vehicle
20,External causes of morbidity and mortality,X83,Intentional self-harm by other specified means
20,External causes of morbidity and mortality,X84,Intentional self-harm by unspecified means
20,External causes of morbidity and mortality,X85,"Assault by drugs, medicaments and biological substances"
20,External causes of morbidity and mortality,X86,Assault by corrosive substance
20,External causes of morbidity and mortality,X87,Assault by pesticides
20,External causes of morbidity and mortality,X88,Assault by gases and vapours
20,External causes of morbidity and mortality,X89,Assault by other specified chemicals and noxious substances
20,External causes of morbidity and mortality,X90,Assault by unspecified chemical or noxious substance
20,External causes of morbidity and mortality,X91,"Assault by hanging, strangulation and suffocation"
20,External causes of morbidity and mortality,X92,Assault by drowning and submersion
20,External causes of morbidity and mortality,X93,Assault by handgun discharge
20,External causes of morbidity and mortality,X94,"Assault by rifle, shotgun and larger firearm discharge"
20,External causes of morbidity and mortality,X95,Assault by other and unspecified firearm discharge
20,External causes of morbidity and mortality,X96,Assault by explosive material
20,External causes of morbidity and mortality,X97,"Assault by smoke, fire and flames"
20,External causes of morbidity and mortality,X98,"Assault by steam, hot vapours and hot objects"
20,External causes of morbidity and mortality,X99,Assault by sharp object
20,External causes of morbidity and mortality,Y00,Assault by blunt object
20,External causes of morbidity and mortality,Y01,Assault by pushing from high place
20,External causes of morbidity and mortality,Y02,Assault by pushing or placing victim before moving object
20,External causes of morbidity and mortality,Y03,Assault by crashing of motor vehicle
20,External causes of morbidity and mortality,Y04,Assault by bodily force
20,External causes of morbidity and mortality,Y05,Sexual assault by bodily force
20,External causes of morbidity and mortality,Y06,Neglect and abandonment
20,External causes of morbidity and mortality,Y07,Other maltreatment
20,External causes of morbidity and mortality,Y08,Assault by other specified means
20,External causes of morbidity and mortality,Y09,Assault by unspecified means
20,External causes of morbidity and mortality,Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"
20,External causes of morbidity and mortality,Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"
20,External causes of morbidity and mortality,Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"
20,External causes of morbidity and mortality,Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"
20,External causes of morbidity and mortality,Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"
20,External causes of morbidity and mortality,Y15,"Poisoning by and exposure to alcohol, undetermined intent"
20,External causes of morbidity and mortality,Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"
20,External causes of morbidity and mortality,Y17,"Poisoning by and exposure to other gases and vapours, undetermined intent"
20,External causes of morbidity and mortality,Y18,"Poisoning by and exposure to pesticides, undetermined intent"
20,External causes of morbidity and mortality,Y19,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"
20,External causes of morbidity and mortality,Y20,"Hanging, strangulation and suffocation, undetermined intent"
20,External causes of morbidity and mortality,Y21,"Drowning and submersion, undetermined intent"
20,External causes of morbidity and mortality,Y22,"Handgun discharge, undetermined intent"
20,External causes of morbidity and mortality,Y23,"Rifle, shotgun and larger firearm discharge, undetermined intent"
20,External causes of morbidity and mortality,Y24,"Other and unspecified firearm discharge, undetermined intent"
20,External causes of morbidity and mortality,Y25,"Contact with explosive material, undetermined intent"
20,External causes of morbidity and mortality,Y26,"Exposure to smoke, fire and flames, undetermined intent"
20,External causes of morbidity and mortality,Y27,"Contact with steam, hot vapours and hot objects, undetermined intent"
20,External causes of morbidity and mortality,Y28,"Contact with sharp object, undetermined intent"
20,External causes of morbidity and mortality,Y29,"Contact with blunt object, undetermined intent"
20,External causes of morbidity and mortality,Y30,"Falling, jumping or pushed from a high place, undetermined intent"
20,External causes of morbidity and mortality,Y31,"Falling, lying or running before or into moving object, undetermined intent"
20,External causes of morbidity and mortality,Y32,"Crashing of motor vehicle, undetermined intent"
20,External causes of morbidity and mortality,Y33,"Other specified events, undetermined intent"
20,External causes of morbidity and mortality,Y34,"Unspecified event, undetermined intent"
20,External causes of morbidity and mortality,Y35,Legal intervention
20,External causes of morbidity and mortality,Y36,Operations of war
20,External causes of morbidity and mortality,Y40,Systemic antibiotics
20,External causes of morbidity and mortality,Y41,Other systemic anti-infectives and antiparasitics
20,External causes of morbidity and mortality,Y42,"Hormones and their synthetic substitutes and antagonists, not elsewhere classified"
20,External causes of morbidity and mortality,Y43,Primarily systemic agents
20,External causes of morbidity and mortality,Y44,Agents primarily affecting blood constituents
20,External causes of morbidity and mortality,Y45,"Analgesics, antipyretics and anti-inflammatory drugs"
20,External causes of morbidity and mortality,Y46,Antiepileptics and antiparkinsonism drugs
20,External causes of morbidity and mortality,Y47,"Sedatives, hypnotics and antianxiety drugs"
20,External causes of morbidity and mortality,Y48,Anaesthetics and therapeutic gases
20,External causes of morbidity and mortality,Y49,"Psychotropic drugs, not elsewhere classified"
20,External causes of morbidity and mortality,Y50,"Central nervous system stimulants, not elsewhere classified"
20,External causes of morbidity and mortality,Y51,Drugs primarily affecting the autonomic nervous system
20,External causes of morbidity and mortality,Y52,Agents primarily affecting the cardiovascular system
20,External causes of morbidity and mortality,Y53,Agents primarily affecting the gastrointestinal system
20,External causes of morbidity and mortality,Y54,Agents primarily affecting water-balance and mineral and uric acid metabolism
20,External causes of morbidity and mortality,Y55,Agents primarily acting on smooth and skeletal muscles and the respiratory system
20,External causes of morbidity and mortality,Y56,"Topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological and dental drugs"
20,External causes of morbidity and mortality,Y57,Other and unspecified drugs and medicaments
20,External causes of morbidity and mortality,Y58,Bacterial vaccines
20,External causes of morbidity and mortality,Y59,Other and unspecified vaccines and biological substances
20,External causes of morbidity and mortality,Y60,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care"
20,External causes of morbidity and mortality,Y61,Foreign object accidentally left in body during surgical and medical care
20,External causes of morbidity and mortality,Y62,Failure of sterile precautions during surgical and medical care
20,External causes of morbidity and mortality,Y63,Failure in dosage during surgical and medical care
20,External causes of morbidity and mortality,Y64,Contaminated medical or biological substances
20,External causes of morbidity and mortality,Y65,Other misadventures during surgical and medical care
20,External causes of morbidity and mortality,Y66,Nonadministration of surgical and medical care
20,External causes of morbidity and mortality,Y69,Unspecified misadventure during surgical and medical care
20,External causes of morbidity and mortality,Y70,Anaesthesiology devices associated with adverse incidents
20,External causes of morbidity and mortality,Y71,Cardiovascular devices associated with adverse incidents
20,External causes of morbidity and mortality,Y72,Otorhinolaryngological devices associated with adverse incidents
20,External causes of morbidity and mortality,Y73,Gastroenterology and urology devices associated with adverse incidents
20,External causes of morbidity and mortality,Y74,General hospital and personal-use devices associated with adverse incidents
20,External causes of morbidity and mortality,Y75,Neurological devices associated with adverse incidents
20,External causes of morbidity and mortality,Y76,Obstetric and gynaecological devices associated with adverse incidents
20,External causes of morbidity and mortality,Y77,Ophthalmic devices associated with adverse incidents
20,External causes of morbidity and mortality,Y78,Radiological devices associated with adverse incidents
20,External causes of morbidity and mortality,Y79,Orthopaedic devices associated with adverse incidents
20,External causes of morbidity and mortality,Y80,Physical medicine devices associated with adverse incidents
20,External causes of morbidity and mortality,Y81,General- and plastic-surgery devices associated with adverse incidents
20,External causes of morbidity and mortality,Y82,Other and unspecified medical devices associated with adverse incidents
20,External causes of morbidity and mortality,Y83,"Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
20,External causes of morbidity and mortality,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
20,External causes of morbidity and mortality,Y85,Sequelae of transport accidents
20,External causes of morbidity and mortality,Y86,Sequelae of other accidents
20,External causes of morbidity and mortality,Y87,"Sequelae of intentional self-harm, assault and events of undetermined intent"
20,External causes of morbidity and mortality,Y88,Sequelae with surgical and medical care as external cause
20,External causes of morbidity and mortality,Y89,Sequelae of other external causes
20,External causes of morbidity and mortality,Y90,Evidence of alcohol involvement determined by blood alcohol level
20,External causes of morbidity and mortality,Y91,Evidence of alcohol involvement determined by level of intoxication
20,External causes of morbidity and mortality,Y95,Nosocomial condition
20,External causes of morbidity and mortality,Y96,Work-related condition
20,External causes of morbidity and mortality,Y97,Environmental-pollution-related condition
20,External causes of morbidity and mortality,Y98,Lifestyle-related condition
21,Factors influencing health status and contact with health services,Z00,General examination and investigation of persons without complaint and reported diagnosis
21,Factors influencing health status and contact with health services,Z01,Other special examinations and investigations of persons without complaint or reported diagnosis
21,Factors influencing health status and contact with health services,Z02,Examination and encounter for administrative purposes
21,Factors influencing health status and contact with health services,Z03,Medical observation and evaluation for suspected diseases and conditions
21,Factors influencing health status and contact with health services,Z04,Examination and observation for other reasons
21,Factors influencing health status and contact with health services,Z08,Follow-up examination after treatment for malignant neoplasms
21,Factors influencing health status and contact with health services,Z09,Follow-up examination after treatment for conditions other than malignant neoplasms
21,Factors influencing health status and contact with health services,Z10,Routine general health check-up of defined subpopulation
21,Factors influencing health status and contact with health services,Z11,Special screening examination for infectious and parasitic diseases
21,Factors influencing health status and contact with health services,Z12,Special screening examination for neoplasms
21,Factors influencing health status and contact with health services,Z13,Special screening examination for other diseases and disorders
21,Factors influencing health status and contact with health services,Z20,Contact with and exposure to communicable diseases
21,Factors influencing health status and contact with health services,Z21,Asymptomatic human immunodeficiency virus [HIV] infection status
21,Factors influencing health status and contact with health services,Z22,Carrier of infectious disease
21,Factors influencing health status and contact with health services,Z23,Need for immunization against single bacterial diseases
21,Factors influencing health status and contact with health services,Z24,Need for immunization against certain single viral diseases
21,Factors influencing health status and contact with health services,Z25,Need for immunization against other single viral diseases
21,Factors influencing health status and contact with health services,Z26,Need for immunization against other single infectious diseases
21,Factors influencing health status and contact with health services,Z27,Need for immunization against combinations of infectious diseases
21,Factors influencing health status and contact with health services,Z28,Immunization not carried out
