Group,Condition_name,ICD10_Code,Sex,Age_group,Fraction
Unintenional injuries,Other unintentional injuries,V361,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V361,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V361,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V361,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V361,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V361,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V361,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V361,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V361,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V361,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V362,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V362,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V362,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V362,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V362,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V362,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V362,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V362,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V362,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V362,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V362,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V362,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V362,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V362,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V362,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V362,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V371,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V371,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V371,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V371,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V371,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V371,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V371,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V371,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V371,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V371,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V371,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V371,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V371,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V371,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V371,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V371,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V372,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V372,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V372,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V372,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V372,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V372,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V372,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V372,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V372,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V372,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V372,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V372,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V372,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V372,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V372,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V372,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V381,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V381,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V381,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V381,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V381,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V381,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V381,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V381,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V381,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V381,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V381,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V381,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V381,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V381,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V381,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V381,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V382,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V382,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V382,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V382,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V382,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V382,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V382,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V382,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V382,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V382,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V382,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V382,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V382,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V382,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V382,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V382,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V390,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V390,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V390,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V390,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V390,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V390,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V390,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V390,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V390,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V390,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V390,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V390,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V390,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V390,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V390,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V390,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V391,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V391,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V391,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V391,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V391,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V391,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V391,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V391,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V391,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V391,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V391,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V391,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V391,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V391,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V391,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V391,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V392,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V392,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V392,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V392,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V392,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V392,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V392,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V392,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V392,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V392,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V392,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V392,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V392,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V392,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V392,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V392,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V393,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V393,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V393,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V393,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V393,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V393,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V393,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V393,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V393,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V393,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V393,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V393,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V393,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V393,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V393,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V393,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V401,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V401,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V401,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V401,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V401,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V401,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V401,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V401,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V401,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V401,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V401,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V401,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V401,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V401,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V401,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V401,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V402,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V402,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V402,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V402,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V402,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V402,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V402,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V402,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V402,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V402,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V402,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V402,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V402,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V402,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V402,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V402,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V411,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V411,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V411,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V411,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V411,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V411,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V411,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V411,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V411,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V411,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V411,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V411,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V411,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V411,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V411,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V411,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V412,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V412,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V412,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V412,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V412,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V412,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V412,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V412,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V412,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V412,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V412,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V412,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V412,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V412,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V412,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V412,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V421,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V421,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V421,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V421,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V421,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V421,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V421,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V421,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V421,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V421,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V421,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V421,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V421,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V421,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V421,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V421,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V422,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V422,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V422,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V422,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V422,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V422,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V422,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V422,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V422,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V422,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V422,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V422,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V422,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V422,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V422,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V422,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V431,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V431,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V431,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V431,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V431,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V431,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V431,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V431,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V431,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V431,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V431,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V431,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V431,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V431,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V431,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V431,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V432,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V432,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V432,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V432,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V432,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V432,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V432,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V432,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V432,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V432,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V432,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V432,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V432,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V432,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V432,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V432,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V441,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V441,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V441,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V441,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V441,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V441,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V441,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V441,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V441,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V441,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V441,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V441,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V441,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V441,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V441,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V441,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V442,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V442,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V442,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V442,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V442,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V442,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V442,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V442,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V442,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V442,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V442,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V442,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V442,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V442,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V442,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V442,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V451,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V451,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V451,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V451,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V451,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V451,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V451,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V451,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V451,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V451,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V451,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V451,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V451,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V451,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V451,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V451,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V452,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V452,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V452,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V452,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V452,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V452,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V452,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V452,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V452,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V452,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V452,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V452,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V452,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V452,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V452,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V452,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V461,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V461,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V461,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V461,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V461,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V461,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V461,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V461,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V461,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V461,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V461,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V461,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V461,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V461,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V461,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V461,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V462,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V462,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V462,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V462,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V462,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V462,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V462,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V462,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V462,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V462,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V462,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V462,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V462,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V462,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V462,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V462,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V471,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V471,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V471,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V471,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V471,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V471,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V471,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V471,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V471,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V471,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V471,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V471,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V471,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V471,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V471,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V471,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V472,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V472,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V472,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V472,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V472,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V472,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V472,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V472,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V472,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V472,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V472,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V472,Female,65-74 years,0
